編號,時間,貼文,標籤,標註,打卡地點,留言數,愛心數,標籤數,標註數,圖片數,貼文網址,圖片網址
2223807471516648042,2020-01-18 11:35:30,"太猛啦！﻿
肯德基炸雞居然出了加上✨鹹蛋黃✨的新口味！﻿
我完全是金沙的巨粉﻿
當然要來試試這個 #過年限定「金沙富貴脆雞」好不好吃啦😋﻿ ﻿
隔著盒子就可以聞到非常邪惡又濃郁的鹹蛋黃香氣（肚子好餓～）﻿ ﻿
金沙蛋黃醬還混合起司🧀️蒜頭 檸檬葉﻿
搭配辣味咔啦脆雞﻿
整個口中融合了不同的風味﻿
好處是不用擔心金沙醬吃久覺得膩﻿
但口味是滿重的﻿
我吃重口味 而且很愛鹹蛋黃﻿
所以這次的新品還滿對我的味﻿ ﻿
除了有個人、雙人套餐外﻿
還有多人套餐﻿
很適合過年買來和家人、長輩一起享用﻿
金黃黃的外觀和名字都非常喜氣呢🧧﻿
喔對了 聽說是限量賣完為止 快去手刀嚐鮮﻿ ﻿
#肯德基 #金沙富貴脆雞 #鹹蛋黃 #金沙 #KFC #肯德基炸雞 #過年 #新年 #農曆新年 #CNY CNY2020 #炸雞 #吃雞","過年限定「金沙富貴脆雞」好不好吃啦😋﻿
肯德基
金沙富貴脆雞
鹹蛋黃
金沙
KFC
肯德基炸雞
過年
新年
農曆新年
CNY
炸雞
吃雞",,,65,2860,13,0,4,https://www.instagram.com/p/B7cjRz0nAJq/,"['https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/83109041_112788570081303_5883386305392610209_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=103&_nc_ohc=dJYVgUhBBmoAX8TRqD5&oh=f5113f87df7efb834fc4faedf2e25a04&oe=5F807303', 'https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/83021113_980751435640934_6238728369328034589_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=102&_nc_ohc=j-HG6K9D9LcAX-18t--&oh=6a5c56f0dda16044dba9bb6c87ecba37&oe=5F812DC5', 'https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/80583987_183739802814428_1272077483346251182_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=ncUp2LsKvxYAX-yftxx&oh=b7285f58d0a516d5f45d715420ebfde4&oe=5F7F8B02', 'https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/80547201_480018326259088_1383939788178967051_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=104&_nc_ohc=O-Xz77LHnzoAX97BpAT&oh=2fbd77de617aaa5cd2743294ec48a4eb&oe=5F7F9A69']"
2218332839745058620,2020-01-10 22:18:23,"那天不小心被捕捉到的照片💕
太喜歡了～直接換桌布（是有沒有這麼自戀🤪）
果然要不經意和放空的時候
才有這樣自然 空靈的表情啊🤣
#空空 #photography","空空
photography",,,57,1632,2,0,1,https://www.instagram.com/p/B7JGfbqlnc8/,https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/79647674_238541527133667_9032973883766281502_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=103&_nc_ohc=lepsbiO9oFMAX8Nosc3&oh=683b4af4c80fbb346f0d33874bd9dc94&oe=5F7E2A84
2214706957227261017,2020-01-05 22:14:24,"新年新希望：青春永駐！？😝💕﻿
小時候覺得臉圓嘟嘟﻿
傻啊～那都是滿滿的膠原蛋白﻿
其實之前就一直有想說要不要開始補充膠原蛋白﻿
但是聽說會有腥味﻿
就⋯一直懶得買來試﻿
這次謝謝 @numa_tw 諾瑪提供膠原蛋白粉試吃﻿
﻿
其實這種保養的食品﻿
就只是每天吃 ﻿
老實說自己觀察不出來什麼差異﻿
但⋯昨天朋友看著我說﻿
欸你怎麼好像變漂亮（我認真 沒膨風🤣）﻿
臉變亮還是怎樣的～﻿
雖然我嘴上說不知道﻿
但後來想想⋯是不是有吃有差啊﻿
順便竊喜一番🤪﻿
﻿
我是有覺得自己膚質這陣子還滿不錯的﻿
然後諾瑪的膠原蛋白吃起來沒什麼怪味﻿
所以不會排斥去吃它﻿
也願意分享給大家💕﻿
我跟零打 竹竹一樣 ﻿
一天吃兩包催落去﻿
青春午播比﻿
﻿
#膠原蛋白 #膠原蛋白粉 #吃的保養 #諾可娜膠原蛋白 #想要童顏","膠原蛋白
膠原蛋白粉
吃的保養
諾可娜膠原蛋白
想要童顏",numa_tw,,40,1862,5,1,2,https://www.instagram.com/p/B68OD5bHfxZ/,"['https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/80458059_1475731475929257_2472568581598923252_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=EK-J2i2tkGYAX_2foJ9&oh=b996714da5418ac70cb928aa8b3eed05&oe=5F817F74', 'https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/79859088_171967414180893_3454864959242685645_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=AutsxtxFfwAAX_5a5OA&oh=8d8a44d4f245a38ca139c98d99eb9f4c&oe=5F81876A']"
2211819044000765027,2020-01-01 22:36:38,"2020 愛你愛妳﻿
多美麗的諧音～🥰﻿
愛別人之前也要記得好好的愛自己💕﻿
依月依號跟大家分享我配的新眼鏡﻿
我 超 滿 意！🤓﻿
因為我度數很深 
戴眼鏡都會很有界線感⋯﻿
這次到 @goodsforeye 配眼鏡
長得很像滴妹的可愛店員推薦我要挑鏡框小一點、粗一點的類型﻿
她眼光超好的 ﻿
最後幫我挑的這副適合我臉型 ﻿
顏色又很獨特﻿
大家看看～ 配完之後 界線感減少很多吧👍﻿
有沒有適合我勒～﻿
另外他們調整眼鏡的過程很仔細﻿
會看你臉型、耳朵高低不同去微調成最對稱的樣子﻿
像我就是左耳高～﻿
照片中我把頭髮撩起來秀出耳朵的樣子好憨啊🤣🤣﻿
﻿
現在戴這副眼鏡出門也不會覺得很糗了🤪﻿
#newglasses #glasses #fashiondesign #goodsforeye #文青眼鏡 #時尚眼鏡 #新眼鏡","newglasses
glasses
fashiondesign
goodsforeye
文青眼鏡
時尚眼鏡
新眼鏡",goodsforeye,Goods For Eye 眼鏡,54,1892,7,1,6,https://www.instagram.com/p/B6x9bOpHBRj/,"['https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/80015783_235387290780526_6315851754164883521_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=110&_nc_ohc=w0m_Q2Bjy0IAX9FPkCE&oh=9330fbc889b91f84023224b5f7df0a52&oe=5F8048C6', 'https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/81834749_512592036280113_8821442064840057465_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=4alraHHftfYAX_asp0J&oh=95ebf9579a1aa0142d66015c0fc99577&oe=5F7DE72E', 'https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/80790657_165783488114824_8643790122142184669_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=104&_nc_ohc=1wUCUR19FbUAX_yK1V3&oh=fe5b5592925d53895e76ddb765ea6b50&oe=5F80C210', 'https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/71341817_2855894961097964_8194781546682724420_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=ym5TjRgw_0IAX8CYfdP&oh=9719f71f6cafc0949db8e0f1581b41fc&oe=5F800176', 'https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/80639096_2482446825408401_6551621600802491392_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=OfWzZRXERRAAX9hLlwS&oh=351d0bbf6f8b320ceebaa470c1da2449&oe=5F80B45A', 'https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/81129505_998594000516281_6565343939893651150_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=bGlnmrAzbXIAX_gobfb&oh=6506a052b1eaf20b96127394e439ce17&oe=5F7EE0D5']"
2211117448191404122,2019-12-31 23:22:41,"2019 🐷﻿
充滿勇氣 大膽 衝動 挑戰 崩潰 痛苦 疲憊 ﻿
一切都還要繼續堅持﻿
﻿
不算快樂的一年﻿
未來⋯應該再也想不要重複2019年﻿
但是⋯我要讓未來的我﻿
感謝2019感謝今年勇敢的我﻿
這些都是我要去幫自己實現的⋯承諾﻿
﻿
Btw 我好愛這頂 @kangol_headwear_taiwan 毛毛帽﻿
#致夢想 #tothedream #dreamer #2019 #finaloftheyear #lastday","致夢想
tothedream
dreamer
2019
finaloftheyear
lastday",kangol_headwear_taiwan,,69,2614,6,1,2,https://www.instagram.com/p/B6vd5qoHeha/,"['https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/80734065_2594275333941140_8347276537430027874_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=cxG4wnfHdn4AX9MSdY9&oh=5e5fa2737e1aaa46d80c9131e08a6145&oe=5F7DE50B', 'https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/79522815_607773733371250_6401015365115064173_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=110&_nc_ohc=6s2lCq7XuKcAX_6Nxm5&oh=f08ce18c0e3afbd1e984cd395000ff46&oe=5F818950']"
2210297950320394373,2019-12-30 20:14:30,"亮晶晶✨才有12月的感覺啊4不4﻿（啊你說只剩1天噢⋯）不管啦😝
這天氣拿著冰淇淋﻿
旁邊的人都一直看我 哈哈﻿
吼～都不知道這是另一種層次的享受好嗎！﻿
﻿
冰戀有牛奶和巧克力香草兩種口味﻿
我很❤️牛奶 所以偏好牛奶口味的﻿
但身邊朋友好像愛巧克力口味的比較多﻿
跨年就買支冰戀一起出遊吧🎉
﻿
 #冰戀 #跟著冰戀去旅行 #冰戀悠閒體驗 #秋遊 #超商 #partipost #冰淇淋 #711","冰戀
跟著冰戀去旅行
冰戀悠閒體驗
秋遊
超商
partipost
冰淇淋
711",,新北聖誕歡樂城,24,2090,8,0,4,https://www.instagram.com/p/B6sjkZwnwCF/,"['https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/80690018_2481625182156716_1674736363171962219_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=ubDaZLpYgHcAX_HaSvo&oh=93adb3efa86c89589456cf71e2ccc72e&oe=5F7E8ACF', 'https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/79916541_563947397517824_1572176963768578784_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=pUEfQlfK-SQAX_ukqO_&oh=9a47f1117726271168bebe541a35890d&oe=5F80346F', 'https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/71961537_139626574146316_3291846821713432075_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=104&_nc_ohc=OemyxWyT_JYAX_yMpab&oh=2921b9a99326fae3eb0dbf0b9940f280&oe=5F8044E0', 'https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/79364112_492498784576390_628018674541875795_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=110&_nc_ohc=TSChOlUFxlAAX967QIJ&oh=9bb4e103efc10edb35bec62028e787ef&oe=5F7E13FE']"
2209308634827732867,2019-12-29 11:28:54,"這兩天突然一個冷吱吱﻿
大家有感覺到吧🌬💦﻿
是時候出動暖暖大衣了﻿
聽說韓國歐膩現在不是穿熊寶寶外套 就是蓬蓬羽絨or棉服﻿
保暖之餘～還是要來電歐膩感😝💕﻿
﻿
🧥@oldcaptain_street ﻿
私訊老闆都很耐心解答～﻿
﻿
#winteroutfit #outwear #paddedjacket #winterlook","winteroutfit
outwear
paddedjacket
winterlook",oldcaptain_street,,16,1247,4,1,1,https://www.instagram.com/p/B6pCn96HDeD/,https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/80359797_2516308255159152_6567150312029656349_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=LyY0EEcaOp4AX-zfRAY&oh=70268f638cb4378db62b47fb37703a15&oe=5F817B46
2208597458649189880,2019-12-28 11:55:55,"我扮的蠟燭管家🕯️有像嗎🤣﻿
好像少了一份憂愁齁～﻿
﻿
人生要保持平衡很難﻿
現實vs.夢想﻿
自己的時間vs.交際﻿
冬天vs.體重﻿
﻿
上升天秤覺得痛苦﻿
沒辦法把想做的每件事都做好﻿
只好回歸處女座﻿
專心看一件事😌﻿
﻿
#disney #beautyandthebeast #星座 #zodiacsign #starsign #virgo #libra","disney
beautyandthebeast
星座
zodiacsign
starsign
virgo
libra",,,50,2716,7,0,1,https://www.instagram.com/p/B6mg6_enY34/,https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/79248085_589604698471486_9096731315264645091_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=110&_nc_ohc=myt8AV2UaygAX9T81Dt&oh=d5d9669b084113e4b2157106d3664c76&oe=5F81307F
2207251972491262466,2019-12-26 15:22:41,"來吃個拉麵🍜
我以為自己來參加大胃王🤣
這霸嗎拉麵可是大有名號
打著 #地表最強濃厚豚骨拉麵 名號
登陸微風南山
有這麼厲害！？
我覺得豚骨拉麵系列的湯頭超合我胃口
很濃很夠味（我吃重鹹🤤）
喜歡較清爽的就可以點雞白湯系列
其中 #特盛炙燒豚肉拉麵 會不會太誇張
那個肉也太～多 
而且每塊都是很厚的那種
對自己胃口沒信心的可別輕易嘗試
但嗜肉如命的捧油可以吃的很爽🤣
其他的炸雞和煎餃我也都滿推的
都很脆又夠味
但⋯對於我來說真的有點吃太多
謝謝霸嗎拉麵將我餵飽飽😋

啊你如果對自己的食慾很有自信
霸嗎拉麵將在12月舉辦 #大胃王比賽
詳情參考FB官方粉絲團
有高額獎金可以角逐一下拉！ #BreezeNanShan #微風南山必吃 #bariumataiwan #bariuma #ramen #ramenlover #ばりうま #ラーメン #ラーメン好 #廣島ラーメン #ばり嗎 #霸嗎拉麵Taiwan #霸嗎拉麵台灣 #一杯一心 #雞白湯","地表最強濃厚豚骨拉麵
特盛炙燒豚肉拉麵
大胃王比賽
BreezeNanShan
微風南山必吃
bariumataiwan
bariuma
ramen
ramenlover
ばりうま
ラーメン
ラーメン好
廣島ラーメン
ばり嗎
霸嗎拉麵Taiwan
霸嗎拉麵台灣
一杯一心
雞白湯",,,44,1888,18,0,6,https://www.instagram.com/p/B6hu_l2HzoC/,"['https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/78838724_757621301387389_8612350182824629852_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=jmCNpY7seBMAX-DKMQ9&oh=3ea48e184df55cb052a185e459b6fbba&oe=5F8150A2', 'https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/76804614_174933730247948_7244708988550612339_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=_yAgOVbZXNMAX__8_aL&oh=1fa2dd0f2e9ee9cb5f87bee3b6ac5127&oe=5F7F972B', 'https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/80811358_1312529995622634_7640920498130991966_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=106&_nc_ohc=4PC6egOZtyIAX-0f9Oi&oh=743828d90510a740c72f1e2bd0b19380&oe=5F7EB981', 'https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/79529234_570633060163955_6588337838013730389_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=111&_nc_ohc=TbcHm7B8NfkAX9YMPIx&oh=42218010334db921e20bd32e3dd4546a&oe=5F7F5D0B', 'https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/79757237_103800341079221_5300303633819340369_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=VWIQncMnjB0AX_IcOZ3&oh=f175a4956a6c2165b514007296cde4bb&oe=5F7F347B', 'https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/80453939_103949624386637_4700179827944603132_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=Lwx_7h4R0R4AX8hWFEJ&oh=c79d2bbd2438d878448dd523f98b6685&oe=5F7E36F7']"
2206733123194824169,2019-12-25 22:11:49,"Merry Xmas🎄🎅🏻 My dear sis💕 @_ireneyu_ ﻿
謝謝妳揪我來這麼Fancy的下午茶 酒！？﻿
和 #美女與野獸 聯名真的夢幻到不行欸！﻿
難怪這麼紅🤣 彷彿置身迪士尼城堡﻿
﻿
小餐點都不錯吃﻿
我覺得鹹點表現更好﻿
酒類的部分我覺得都屬於酒感偏重﻿
玫瑰那杯超美🌹肉桂味超濃 怕肉桂的要斟酌🤣﻿
﻿
整套價錢：NT$1,580+10%﻿
加2杯酒：NT$ 1,980 +10% ﻿
我覺得有加酒比較划算🤣﻿ 中間我們遇到服務小落漆的狀況﻿
不知道是不是因為店新開﻿
很多流程卡卡！？﻿
但店家後來請了很多酒當補償﻿
我以為來到暢飲店😅﻿
算他們小有誠意﻿
#迪士尼 #disney #beautyandthebeast #afternoontea #afternoonalcohol #xmas #xmasdinner #xmasreunion","美女與野獸
迪士尼
disney
beautyandthebeast
afternoontea
afternoonalcohol
xmas
xmasdinner
xmasreunion",_ireneyu_,She_Design -Tapas Soju Bar,19,983,9,1,3,https://www.instagram.com/p/B6f5BVyHaXp/,"['https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/76959749_172813513778971_5421778437546943191_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=107&_nc_ohc=XB2Ff9qx8uYAX9zLPoO&oh=90383216480df589a7ef088ec77d9624&oe=5F80752D', 'https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/79387911_2501482303505830_2893815874354484230_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=110&_nc_ohc=-mlpoZMSLZcAX8s0IkC&oh=7d574c1d6a40f9776bd42accb86b1272&oe=5F80E17F', 'https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/76897871_649824625761566_2466311991035092830_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=102&_nc_ohc=4izapx1jLMQAX_v3KJ2&oh=e92846726bb85021436d123aed162bd2&oe=5F80485B']"
2206378912611343272,2019-12-25 10:28:04,"🎄Merry Xmas🎅🏻
聖誕大餐都吃了什麼勒？
我在週末大嗑了肉肉🍖
看到身後一櫃的肉
幸福到傻眼啦🤤
@totsuzensteak 是一個要吃多少克切多少的概念
好處就是可以切不同的肉吃吃看
我覺得肉的水準都還不錯👍
但我點的肋眼
明明就是用了建議的3分熟
吃起來卻有點老了
可惡阿～～
A5雖然很好吃很嫩
但跟直接飛去日本吃到的和牛⋯還是不一樣啊🤣

#牛排 #肉食EE #steakholic #聖誕大餐 #聖誕節 #xmasdinner #xmasmeal","牛排
肉食EE
steakholic
聖誕大餐
聖誕節
xmasdinner
xmasmeal",totsuzensteak,Totsuzen Steak 現切現煎以克計價濕式熟成牛排,21,1342,7,1,6,https://www.instagram.com/p/B6eoe5eHJuo/,"['https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/79361403_124967665644262_7438914693774974689_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=110&_nc_ohc=uFkcLMJwHV0AX_P2UxN&oh=49b69771345dc8250ee4788185279a72&oe=5F7F7E97', 'https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/79807737_1274867022722283_9202109909498017999_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=103&_nc_ohc=nv4hHwverr8AX_CIZNf&oh=2b975c53ee4f0deb0ab69d726c99e3e2&oe=5F589E93', 'https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/77421677_437073137169645_2304530229071271121_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=4eDCRu7ZxvMAX835gz0&oh=1f572a815467ea3ca9cc3008852b9d70&oe=5F58AB87', 'https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/80780904_165328881507711_310279865589495280_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=103&_nc_ohc=bZ0VdBPeH4AAX9bEPjR&oh=5c6023fe9924d349b9c482b981c963bf&oe=5F58746D', 'https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/74342137_504514856843339_2176726208993762067_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=111&_nc_ohc=xQ4vqhNRJScAX_VuaIj&oh=02cd1ff76390670520eb86a3d158df8e&oe=5F5879B6', 'https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/79366720_432222360990013_4685793785025094453_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=JSWvUYgs_1sAX8mvtzU&oh=912020c43a9a6f6ff042431aa9d83273&oe=5F58657E']"
2206023421985069726,2019-12-24 22:41:46,"@goshare.official 聖誕禮物🎁太可愛了
剛好一出門就遇見一台🤣
那就合照一張吧💙
然後我覺得有手寫小卡卡太用心🥰
#xmasgifts #goshare #go好才與你share #thankyou","xmasgifts
goshare
go好才與你share
thankyou",goshare.official,,21,2828,4,1,4,https://www.instagram.com/p/B6dXp1BnJqe/,"['https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/79219100_571085613685859_1302655693411000688_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=111&_nc_ohc=4iD-H8oVKpMAX-3duEa&oh=96e6937234c2d5647c1a21cf1bd38668&oe=5F7DEDC1', 'https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/79640583_2676629555757478_4188916893587181607_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=110&_nc_ohc=-Qo2opY1WMMAX_qzzUW&oh=a923c556d9fa5490d1bc4350ab123fa6&oe=5F812B4A', 'https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/79252656_180845009640578_1669639860786787463_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=102&_nc_ohc=CFwwNayfNVsAX9iz7U2&oh=0b4085943ee960edd1d26ac80dfffe4b&oe=5F7E254E', 'https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/78858377_166330717904451_7800557019443347536_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=103&_nc_ohc=yWC6DIo_wNsAX8T6MDd&oh=9cb4b2f6b01c4877521ed08c50be6333&oe=5F80A3B6']"
2200783138695548953,2019-12-17 17:10:16,"#初次伴娘 解鎖🥰
獻給美美的 @swaswahsu 
看到這麼多久不見的朋友
整個聊的很忘我
好久沒這麼快樂了🥳
但我這伴娘最廢⋯撐不過12點哈哈哈哈哈
#wedding #bridesmaids #reunion #fuhsing","初次伴娘
wedding
bridesmaids
reunion
fuhsing",swaswahsu,,61,2474,5,1,8,https://www.instagram.com/p/B6KwJq5nhAZ/,"['https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/75553974_2371262293000031_3344772523755752209_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=111&_nc_ohc=ZUai3HpxHd4AX_GKf6W&oh=f9617aed2d16104142b80cf4de0084c7&oe=5F81971D', 'https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/78722682_2674056942720772_6513875121351849149_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=104&_nc_ohc=z-X7OQDarhAAX8iZBaB&oh=985fc99ab8117d1261bf49c8469156e2&oe=5F8101A8', 'https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/75472265_2679416128937316_8779384373911986893_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=VUap87pACJgAX-5vFZ1&oh=367f1a270118682685ef06856101fb1c&oe=5F7FA345', 'https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/78980741_484333705534166_3806692725118062389_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=102&_nc_ohc=C3wxfBHjncYAX_1ywPo&oh=6ea2e5cb63f28b2c80012357e7f27d65&oe=5F7F0E6F', 'https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/79783475_1195311297327695_5270116949841224758_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=111&_nc_ohc=sKmy5f5SWGoAX8w6RRY&oh=70c5415566bd814c1aac3a564357d1ea&oe=5F7E0993', 'https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/79164949_718028345386889_2458795442036242669_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=qFbo3LQvtyMAX9ov8Nc&oh=a8f053762c51fe3471855a744c0533fa&oe=5F7F9019', 'https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/79372040_660003134534088_5748873427294478917_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=Yn58aoqAkksAX89bYUb&oh=360e965a41379af7e8a0896fd53d55e9&oe=5F7E8ACD', 'https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/74345989_159236152054449_5533463808502972103_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=W3mETeRf3FkAX9G9h6U&oh=79aae6e5320e326ae889daba142d968d&oe=5F81522E']"
